,game_str,play_id,at_bat,timestamp,player_position,event_code,Season,HomeTeam,AwayTeam,Day,inning,top_bottom,pitcher,pitcher_hand,first_baserunner,second_baserunner,third_baserunner,field_x_1b,field_y_1b,field_x_runner,field_y_runner,distance_from_1b,distance_to_baseline,lead_distance,pitch_label,group_number
1853,1884_011_Vis3AH_Home3A,60,17.0,1841182,1,6,Season_1884,Home3A,Vis3AH,day_011,2.0,bottom,8876.0,Right,565.0,,,58.1787,60.6759,55.3632,73.3017,12.059463053137975,1.6301611133489637,11.948774994723298,after,447
1863,1884_011_Vis3AH_Home3A,160,52.0,5715087,1,1,Season_1884,Home3A,Vis3AH,day_011,6.0,bottom,8876.0,Right,565.0,,,60.5808,63.3681,55.7823,72.3447,11.044479497921124,1.2580228050066076,10.972597960468766,before,450
1864,1884_011_Vis3AH_Home3A,198,61.0,7030087,1,1,Season_1884,Home3A,Vis3AH,day_011,7.0,bottom,9801.0,Right,572.0,,,60.5286,63.0126,55.5603,72.9597,11.66760456049141,1.530917766778318,11.56673190539845,pickoff,450
1865,1884_011_Vis3AH_Home3A,199,61.0,7044437,1,6,Season_1884,Home3A,Vis3AH,day_011,7.0,bottom,9801.0,Right,572.0,,,58.9506,60.7677,56.2353,73.0191,11.323547805347927,2.0538672347261584,11.135724685987803,after,450
1869,1884_011_Vis3AH_Home3A,238,69.0,8222187,1,1,Season_1884,Home3A,Vis3AH,day_011,8.0,bottom,9801.0,Right,565.0,,,61.0179,61.7976,55.7268,72.3561,11.087684584709287,1.2264418103901915,11.01964563566936,before,452
1879,1884_012_Vis3AH_Home3A,8,3.0,175782,1,1,Season_1884,Home3A,Vis3AH,day_012,1.0,top,308.0,Right,4269.0,,,60.5442,61.299,57.7662,71.9682,9.6193339519948,2.408652770376441,9.312893079583692,pickoff,452
1880,1884_012_Vis3AH_Home3A,9,3.0,201932,1,6,Season_1884,Home3A,Vis3AH,day_012,1.0,top,308.0,Right,4269.0,,,60.5853,60.9225,56.9733,72.0864,10.137887247844095,1.9261550344451845,9.953224835865077,after,452
1881,1884_012_Vis3AH_Home3A,10,3.0,214732,1,6,Season_1884,Home3A,Vis3AH,day_012,1.0,top,308.0,Right,4269.0,,,61.251,61.4472,61.6578,71.9298,8.340937410147614,5.156600834646708,6.555967107309253,before,453
1882,1884_012_Vis3AH_Home3A,11,3.0,230482,1,1,Season_1884,Home3A,Vis3AH,day_012,1.0,top,308.0,Right,4269.0,,,60.5715,61.3764,56.0148,74.7462,12.901532059410618,3.107549677936671,12.521687764800546,pickoff,453
1883,1884_012_Vis3AH_Home3A,13,4.0,291882,1,1,Season_1884,Home3A,Vis3AH,day_012,1.0,top,308.0,Right,4269.0,,,61.2639,61.7844,56.7903,73.9962,11.86471679097314,3.1346715358127977,11.443135011550158,after,453
1884,1884_012_Vis3AH_Home3A,14,4.0,313232,1,6,Season_1884,Home3A,Vis3AH,day_012,1.0,top,308.0,Right,4269.0,,,63.105,63.3075,59.562,72.5868,9.442115983189359,4.122846315595793,8.494450688418771,before,454
1885,1884_012_Vis3AH_Home3A,15,4.0,329182,1,1,Season_1884,Home3A,Vis3AH,day_012,1.0,top,308.0,Right,4269.0,,,62.0112,62.9199,56.5635,73.7046,11.72580254865312,2.7685065776726296,11.394288777250793,pickoff,454
1886,1884_012_Vis3AH_Home3A,16,4.0,347082,1,6,Season_1884,Home3A,Vis3AH,day_012,1.0,top,308.0,Right,4269.0,,,60.9894,61.2177,56.6754,72.8832,10.968183413856643,2.2723941717921363,10.730203731896477,after,454
1890,1884_012_Vis3AH_Home3A,100,29.0,3461132,1,1,Season_1884,Home3A,Vis3AH,day_012,4.0,bottom,3745.0,Right,786.0,,,60.8796,63.3297,56.3118,70.7577,9.48430200541927,0.5228973044614529,9.469876606323176,before,456
1891,1884_012_Vis3AH_Home3A,102,29.0,3505432,1,1,Season_1884,Home3A,Vis3AH,day_012,4.0,bottom,3745.0,Right,786.0,,,61.7439,64.1019,56.8647,71.0868,9.387197895538366,1.147877079442625,9.3167517161557,pickoff,456
1892,1884_012_Vis3AH_Home3A,103,29.0,3533482,1,6,Season_1884,Home3A,Vis3AH,day_012,4.0,bottom,3745.0,Right,786.0,,,61.7421,62.1645,58.656,69.3297,6.911617906829053,1.1932060974372027,6.807842631776876,after,456
1893,1884_012_Vis3AH_Home3A,104,29.0,3552582,1,1,Season_1884,Home3A,Vis3AH,day_012,4.0,bottom,3745.0,Right,786.0,,,61.6392,64.1376,56.7837,70.8438,9.246179109772855,0.9197480644837246,9.20032019159542,before,457
1894,1884_012_Vis3AH_Home3A,111,30.0,3826182,1,1,Season_1884,Home3A,Vis3AH,day_012,4.0,bottom,3745.0,Right,786.0,,,60.6789,63.4107,57.0336,70.2774,8.649718591954306,0.7008214878042447,8.621280703134067,pickoff,457
1895,1884_012_Vis3AH_Home3A,112,30.0,3845082,1,6,Season_1884,Home3A,Vis3AH,day_012,4.0,bottom,3745.0,Right,786.0,,,60.8004,63.6639,58.7448,71.0943,8.383039277612866,2.4937242652419545,8.003542142010843,after,457
1896,1884_012_Vis3AH_Home3A,113,30.0,3863882,1,1,Season_1884,Home3A,Vis3AH,day_012,4.0,bottom,3745.0,Right,786.0,,,60.651,62.8659,56.4006,70.7598,9.427435303410997,0.5876877199510079,9.40909982643498,before,458
1900,1884_019_Vis3AI_Home3A,50,11.0,1435443,1,1,Season_1884,Home3A,Vis3AI,day_019,1.0,bottom,2922.0,Right,572.0,,,55.2033,65.9592,53.5089,78.1698,17.128921251789322,3.721101442664435,16.719848901930916,pickoff,458
1901,1884_019_Vis3AI_Home3A,51,11.0,1465793,1,6,Season_1884,Home3A,Vis3AI,day_019,1.0,bottom,2922.0,Right,572.0,,,59.2026,62.0718,56.9889,72.5751,10.540228233771794,2.2799168616749514,10.290694355768725,after,458
1902,1884_019_Vis3AI_Home3A,52,11.0,1478593,1,6,Season_1884,Home3A,Vis3AI,day_019,1.0,bottom,2922.0,Right,572.0,,,60.1824,62.1624,55.3857,73.2741,12.023886031562343,1.6268535697055342,11.913319552615736,before,459
1903,1884_019_Vis3AI_Home3A,53,11.0,1498243,1,1,Season_1884,Home3A,Vis3AI,day_019,1.0,bottom,2922.0,Right,572.0,,,57.3249,64.5402,54.5211,76.5492,15.2181902291304,3.306603228319261,14.854618438063921,pickoff,459
1904,1884_019_Vis3AI_Home3A,55,11.0,1545493,1,1,Season_1884,Home3A,Vis3AI,day_019,1.0,bottom,2922.0,Right,572.0,,,57.2778,65.9661,50.7243,78.33,18.877333564092147,1.847886667821536,18.786671800850925,after,459
1905,1884_019_Vis3AI_Home3A,56,11.0,1584393,1,6,Season_1884,Home3A,Vis3AI,day_019,1.0,bottom,2922.0,Right,572.0,,,58.9386,61.6368,56.6619,72.1887,10.397315966152028,1.7758387969505525,10.244538831360106,before,460
1906,1884_019_Vis3AI_Home3A,57,11.0,1604443,1,1,Season_1884,Home3A,Vis3AI,day_019,1.0,bottom,2922.0,Right,572.0,,,56.5035,66.0618,52.2441,76.6221,16.59414804140303,1.734120207359113,16.503289863734103,pickoff,460
1907,1884_019_Vis3AI_Home3A,200,44.0,6707143,1,1,Season_1884,Home3A,Vis3AI,day_019,6.0,top,436.0,Left,6174.0,,,59.6562,62.0496,55.7265,72.0405,10.841534139594813,1.0049537541247278,10.794856666582955,after,460
1908,1884_019_Vis3AI_Home3A,201,45.0,6751293,1,6,Season_1884,Home3A,Vis3AI,day_019,6.0,top,436.0,Left,6174.0,,,61.9407,64.0455,56.2878,71.2719,9.891293062587927,0.8663013142554682,9.853283741114904,before,461
1909,1884_019_Vis3AI_Home3A,202,45.0,6771343,1,1,Season_1884,Home3A,Vis3AI,day_019,6.0,top,436.0,Left,6174.0,,,59.5596,61.9614,56.565,74.0589,12.030532083411767,3.017983709775573,11.645835158438794,pickoff,461
1910,1884_019_Vis3AI_Home3A,204,45.0,6815143,1,1,Season_1884,Home3A,Vis3AI,day_019,6.0,top,436.0,Left,6174.0,,,60.1464,62.9625,56.6334,74.0952,12.028019728949568,3.09220646149064,11.623748009980066,after,461
1911,1884_019_Vis3AI_Home3A,205,45.0,6841893,1,6,Season_1884,Home3A,Vis3AI,day_019,6.0,top,436.0,Left,6174.0,,,60.1836,61.9215,56.1702,71.5419,10.174751085407443,0.9717506433507337,10.128240732582702,before,462
1912,1884_019_Vis3AI_Home3A,206,45.0,6861643,1,1,Season_1884,Home3A,Vis3AI,day_019,6.0,top,436.0,Left,6174.0,,,59.6727,62.166,55.3335,72.9141,11.769481426978848,1.3372288523655527,11.693267809145619,pickoff,462
1916,1884_019_Vis3AI_Home3A,222,50.0,7396093,1,6,Season_1884,Home3A,Vis3AI,day_019,6.0,bottom,2469.0,Right,404.0,,,59.1603,61.716,56.5626,67.7961,7.313157318832946,1.3747152584498876,7.182786919308197,after,462
1917,1884_019_Vis3AI_Home3A,223,50.0,7413493,1,1,Season_1884,Home3A,Vis3AI,day_019,6.0,bottom,2469.0,Right,404.0,,,58.4076,65.2086,53.589,75.5718,14.940078053343626,1.9567007521259463,14.811389347614545,before,463
1918,1884_019_Vis3AI_Home3A,224,50.0,7440043,1,1,Season_1884,Home3A,Vis3AI,day_019,6.0,bottom,2469.0,Right,404.0,,,57.9411,65.6283,53.571,75.7545,15.097125264433618,2.07196102339635,14.954269248864225,pickoff,463
1919,1884_019_Vis3AI_Home3A,225,50.0,7457193,1,6,Season_1884,Home3A,Vis3AI,day_019,6.0,bottom,2469.0,Right,404.0,,,59.4879,62.1528,56.064,71.3217,10.073071571769958,0.7416385745622468,10.04573258228196,after,463
1920,1884_019_Vis3AI_Home3A,226,50.0,7472893,1,1,Season_1884,Home3A,Vis3AI,day_019,6.0,bottom,2469.0,Right,404.0,,,58.1043,64.7166,51.6252,75.9021,16.442832464329253,0.7880110726213791,16.423939174248854,before,464
1924,1884_019_Vis3AI_Home3A,253,59.0,8470343,1,1,Season_1884,Home3A,Vis3AI,day_019,7.0,bottom,2469.0,Right,975.0,,,56.4675,65.1807,55.6149,76.8987,14.976840244190365,4.331569882605614,14.336779486764247,pickoff,464
1925,1884_019_Vis3AI_Home3A,254,59.0,8486793,1,6,Season_1884,Home3A,Vis3AI,day_019,7.0,bottom,2469.0,Right,975.0,,,59.1756,61.4865,56.9799,69.4584,8.075574194445863,0.08831215145782478,8.075091301892806,after,464
1926,1884_019_Vis3AI_Home3A,255,59.0,8504993,1,1,Season_1884,Home3A,Vis3AI,day_019,7.0,bottom,2469.0,Right,975.0,,,56.6646,65.3208,55.1454,75.4341,13.941810211374989,2.9699335666862368,13.621804820928476,before,465
1927,1884_019_Vis3AI_Home3A,257,59.0,8549843,1,1,Season_1884,Home3A,Vis3AI,day_019,7.0,bottom,2469.0,Right,975.0,,,56.3313,65.5878,54.6906,76.4049,15.006175541089737,3.3262917893840096,14.632876931822956,pickoff,465
1928,1884_019_Vis3AI_Home3A,258,59.0,8567293,1,6,Season_1884,Home3A,Vis3AI,day_019,7.0,bottom,2469.0,Right,975.0,,,59.7024,62.3328,59.1693,68.0412,5.568072909903391,0.6558142848668501,5.5293167348022845,after,465
1929,1884_019_Vis3AI_Home3A,259,59.0,8583843,1,1,Season_1884,Home3A,Vis3AI,day_019,7.0,bottom,2469.0,Right,975.0,,,57.4746,65.3274,51.2706,77.1663,17.631316458222855,1.4215252567174907,17.573917775911962,before,466
1930,1884_021_Vis3AI_Home3A,29,9.0,913223,1,1,Season_1884,Home3A,Vis3AI,day_021,2.0,top,433.0,Right,4979.0,,,59.9823,62.8962,56.3958,75.5403,13.411244152948674,3.9359794597223674,12.820668290796842,pickoff,466
1931,1884_021_Vis3AI_Home3A,30,9.0,936873,1,6,Season_1884,Home3A,Vis3AI,day_021,2.0,top,433.0,Right,4979.0,,,62.1516,62.8722,57.18,69.804,8.19480908868535,0.47329950438460916,8.181129725114332,after,466
1938,1884_021_Vis3AI_Home3A,64,19.0,2009073,1,1,Season_1884,Home3A,Vis3AI,day_021,3.0,top,433.0,Right,4009.0,,,60.1938,63.2403,54.3714,73.7616,13.031803425466483,1.2454129131803922,12.972156613134281,before,469
1939,1884_021_Vis3AI_Home3A,65,19.0,2020923,1,6,Season_1884,Home3A,Vis3AI,day_021,3.0,top,433.0,Right,4009.0,,,60.5271,61.2894,59.3355,69.4803,6.681009230647714,1.7833065889706599,6.438610249870215,pickoff,469
1940,1884_021_Vis3AI_Home3A,66,19.0,2036673,1,1,Season_1884,Home3A,Vis3AI,day_021,3.0,top,433.0,Right,4009.0,,,60.5922,63.4329,54.3978,72.9942,12.427769489333159,0.7261960792227686,12.406534316017574,after,469
1941,1884_021_Vis3AI_Home3A,108,29.0,3591023,1,1,Season_1884,Home3A,Vis3AI,day_021,4.0,top,433.0,Right,6174.0,,,60.342,62.4999,54.0039,74.3598,13.728204662300168,1.4027815278337477,13.65634677485778,before,470
1942,1884_021_Vis3AI_Home3A,109,30.0,3629123,1,6,Season_1884,Home3A,Vis3AI,day_021,4.0,top,433.0,Right,6174.0,,,60.8589,61.938,56.3118,71.7015,10.211665559055483,1.1846163697863032,10.142721407316394,pickoff,470
1943,1884_021_Vis3AI_Home3A,110,30.0,3642923,1,1,Season_1884,Home3A,Vis3AI,day_021,4.0,top,433.0,Right,6174.0,,,60.3723,62.7678,54.0996,74.7606,13.985168162020786,1.7520293204605373,13.87498907315773,after,470
1944,1884_021_Vis3AI_Home3A,123,34.0,4080273,1,1,Season_1884,Home3A,Vis3AI,day_021,4.0,bottom,3186.0,Right,565.0,,,57.117,64.4286,54.1539,74.5212,13.762255434702547,1.6228988202248535,13.666231158198393,before,471
1945,1884_021_Vis3AI_Home3A,124,34.0,4096823,1,6,Season_1884,Home3A,Vis3AI,day_021,4.0,bottom,3186.0,Right,565.0,,,59.4408,62.1285,55.6608,71.5332,10.49656776665591,0.6024276909172551,10.479265993246662,pickoff,471
1946,1884_021_Vis3AI_Home3A,125,34.0,4113173,1,1,Season_1884,Home3A,Vis3AI,day_021,4.0,bottom,3186.0,Right,565.0,,,57.7788,64.8456,51.771,75.9792,16.4039732272398,0.9460289964783875,16.37667141936426,after,471
1947,1884_021_Vis3AI_Home3A,126,34.0,4132073,1,1,Season_1884,Home3A,Vis3AI,day_021,4.0,bottom,3186.0,Right,565.0,,,56.8794,64.1904,53.6244,74.4975,14.07437663308752,1.2287269076329623,14.020638637253965,before,472
1948,1884_021_Vis3AI_Home3A,127,34.0,4149673,1,6,Season_1884,Home3A,Vis3AI,day_021,4.0,bottom,3186.0,Right,565.0,,,59.2161,62.4303,56.3355,71.7336,10.222531056934963,1.2240214666887803,10.148985794604547,pickoff,472
1949,1884_021_Vis3AI_Home3A,128,34.0,4167673,1,1,Season_1884,Home3A,Vis3AI,day_021,4.0,bottom,3186.0,Right,565.0,,,57.729,64.9437,53.8353,75.1272,14.436950575866085,1.8206039024167981,14.321694849440998,after,472
1950,1884_021_Vis3AI_Home3A,159,43.0,5266423,1,1,Season_1884,Home3A,Vis3AI,day_021,6.0,top,433.0,Right,9313.0,,,60.3558,63.6927,54.4815,73.8327,13.018326910167838,1.3737685332391263,12.945640021145424,before,473
1951,1884_021_Vis3AI_Home3A,160,43.0,5285023,1,6,Season_1884,Home3A,Vis3AI,day_021,6.0,top,433.0,Right,9313.0,,,61.8837,62.4219,56.8179,70.1703,8.708996182109619,0.4719283198369689,8.696200213940326,pickoff,473
1952,1884_021_Vis3AI_Home3A,161,43.0,5304673,1,1,Season_1884,Home3A,Vis3AI,day_021,6.0,top,433.0,Right,9313.0,,,60.366,63.1092,54.2802,73.8093,13.126360597286661,1.2138270808212943,13.070117304288614,after,473
1959,1884_021_Vis3AI_Home3A,168,44.0,5481123,1,6,Season_1884,Home3A,Vis3AI,day_021,6.0,top,433.0,Right,9313.0,,,60.6438,61.1496,56.4084,70.3587,9.123024512188923,0.312029355420161,9.117686873947582,before,476
1960,1884_021_Vis3AI_Home3A,169,44.0,5499973,1,1,Season_1884,Home3A,Vis3AI,day_021,6.0,top,433.0,Right,9313.0,,,59.8845,63.213,50.7111,76.4559,17.46762949057484,0.5245015420047473,17.459753095402995,pickoff,476
1964,1884_021_Vis3AI_Home3A,218,55.0,7217173,1,1,Season_1884,Home3A,Vis3AI,day_021,7.0,bottom,6666.0,Left,719.0,,,58.0524,65.3505,53.1045,76.9662,16.35153530069883,2.5888769848633406,16.145291036312877,after,476
1968,1884_022_Vis3AI_Home3A,30,7.0,747322,1,6,Season_1884,Home3A,Vis3AI,day_022,1.0,bottom,9555.0,Left,572.0,,,60.2544,62.2287,60.369,67.6176,4.550804627755399,1.2142544848711092,4.385819057595782,before,478
1969,1884_022_Vis3AI_Home3A,31,7.0,769234,1,1,Season_1884,Home3A,Vis3AI,day_022,1.0,bottom,9555.0,Left,572.0,,,66.531,74.1267,55.6878,73.7655,12.248598739855918,2.1867947319635035,12.051808988291205,pickoff,478
1970,1884_022_Vis3AI_Home3A,32,7.0,812134,1,6,Season_1884,Home3A,Vis3AI,day_022,1.0,bottom,9555.0,Left,572.0,,,59.4111,61.9344,55.6476,72.4809,11.23475333819128,1.257468988636931,11.16415936435057,after,478
1971,1884_022_Vis3AI_Home3A,33,7.0,836323,1,1,Season_1884,Home3A,Vis3AI,day_022,1.0,bottom,9555.0,Left,572.0,,,58.0098,63.9531,55.3248,73.5138,12.252748813225544,1.7514883346258165,12.126918078954342,before,479
1972,1884_022_Vis3AI_Home3A,34,7.0,863218,1,1,Season_1884,Home3A,Vis3AI,day_022,1.0,bottom,9555.0,Left,572.0,,,58.4583,64.2651,55.8162,73.2159,11.723772910202587,1.8930125006231442,11.569933228955323,pickoff,479
1973,1884_022_Vis3AI_Home3A,35,7.0,893149,1,6,Season_1884,Home3A,Vis3AI,day_022,1.0,bottom,9555.0,Left,572.0,,,60.3261,62.196,58.7223,67.5183,5.470197453474598,0.029531895082275633,5.470117736134464,after,479
1974,1884_022_Vis3AI_Home3A,36,7.0,918097,1,1,Season_1884,Home3A,Vis3AI,day_022,1.0,bottom,9555.0,Left,572.0,,,59.2569,64.0374,51.8295,78.6306,18.44698725022598,2.846697119739999,18.22601585971174,before,480
1975,1884_022_Vis3AI_Home3A,65,15.0,1753955,1,1,Season_1884,Home3A,Vis3AI,day_022,2.0,bottom,9555.0,Left,475.0,,,58.4067,64.9554,57.5043,72.5568,10.260216992344747,2.6345877638571373,9.916198870763642,pickoff,480
1976,1884_022_Vis3AI_Home3A,66,15.0,1775966,1,6,Season_1884,Home3A,Vis3AI,day_022,2.0,bottom,9555.0,Left,475.0,,,59.2605,62.6838,59.4831,70.0059,7.079228236185068,2.257061261841407,6.7097799427622675,after,480
1977,1884_022_Vis3AI_Home3A,67,15.0,1798472,1,6,Season_1884,Home3A,Vis3AI,day_022,2.0,bottom,9555.0,Left,475.0,,,59.7234,62.0493,60.6189,68.8218,5.5404841349831475,2.236734749751498,5.068923170581111,before,481
1978,1884_022_Vis3AI_Home3A,68,15.0,1818536,1,1,Season_1884,Home3A,Vis3AI,day_022,2.0,bottom,9555.0,Left,475.0,,,58.5357,63.4509,53.5248,76.7112,15.901349517572402,2.7097820605063325,15.668758651040552,pickoff,481
1979,1884_022_Vis3AI_Home3A,172,42.0,5249978,1,1,Season_1884,Home3A,Vis3AI,day_022,6.0,top,567.0,Left,7934.0,,,58.3761,61.5984,54.1926,72.9468,12.528567555790243,0.5466468350094328,12.516636218959713,after,481
1980,1884_022_Vis3AI_Home3A,173,42.0,5271230,1,6,Season_1884,Home3A,Vis3AI,day_022,6.0,top,567.0,Left,7934.0,,,60.4983,61.959,61.5999,66.6768,3.191042188690083,1.4323212053716314,2.851526997004018,before,482
1981,1884_022_Vis3AI_Home3A,174,42.0,5292350,1,1,Season_1884,Home3A,Vis3AI,day_022,6.0,top,567.0,Left,7934.0,,,59.9304,62.2362,53.9196,73.0182,12.76531094020039,0.4020467060078764,12.758978087848101,pickoff,482
1982,1884_022_Vis3AI_Home3A,176,42.0,5340102,1,1,Season_1884,Home3A,Vis3AI,day_022,6.0,top,567.0,Left,7934.0,,,59.9784,62.4909,54.3537,73.4697,12.817761652488315,1.0281345344016937,12.776460901171756,after,482
1989,1884_022_Vis3AI_Home3A,199,48.0,6204702,1,6,Season_1884,Home3A,Vis3AI,day_022,6.0,bottom,6642.0,Left,786.0,,,59.1393,63.3699,57.9609,67.2867,5.885108809529347,0.7348213537656189,5.839053286111542,before,485
1990,1884_022_Vis3AI_Home3A,200,48.0,6226713,1,1,Season_1884,Home3A,Vis3AI,day_022,6.0,bottom,6642.0,Left,786.0,,,56.6892,66.6267,54.9171,72.9774,12.07920010472548,1.0846995252985567,12.030399083563983,pickoff,485
1991,1884_022_Vis3AI_Home3A,230,55.0,7191832,1,1,Season_1884,Home3A,Vis3AI,day_022,7.0,bottom,4573.0,Right,345.0,,,56.6571,65.7036,52.5732,76.3086,16.14402280102453,1.748980280546057,16.04900433604094,after,485
2004,1884_023_Vis3AI_Home3A,87,27.0,3528864,1,1,Season_1884,Home3A,Vis3AI,day_023,4.0,bottom,5433.0,Right,475.0,,,67.5432,74.3064,54.6363,76.1526,14.821185122992025,3.110680538803607,14.491072942867572,before,488
2005,1884_023_Vis3AI_Home3A,88,27.0,3561303,1,6,Season_1884,Home3A,Vis3AI,day_023,4.0,bottom,5433.0,Right,475.0,,,61.3764,62.4363,59.0403,69.8505,7.148411455701185,1.8323722373516116,6.909572948003587,pickoff,488
2006,1884_023_Vis3AI_Home3A,89,27.0,3587538,1,1,Season_1884,Home3A,Vis3AI,day_023,4.0,bottom,5433.0,Right,475.0,,,58.1019,63.0285,54.0576,76.0431,15.048860135239474,2.621270720251635,14.818810046058061,after,488
2016,1884_023_Vis3AI_Home3A,171,46.0,6521076,1,1,Season_1884,Home3A,Vis3AI,day_023,6.0,bottom,2469.0,Right,547.0,,,58.4502,67.6044,52.92,75.3057,15.14609377001212,1.2931075873503397,15.09079286378078,before,490
2017,1884_023_Vis3AI_Home3A,172,46.0,6543813,1,6,Season_1884,Home3A,Vis3AI,day_023,6.0,bottom,2469.0,Right,547.0,,,60.603,62.7705,56.0079,70.7661,9.694008439237088,0.3120935080949595,9.688983293524913,pickoff,490
2018,1884_023_Vis3AI_Home3A,173,46.0,6560412,1,1,Season_1884,Home3A,Vis3AI,day_023,6.0,bottom,2469.0,Right,547.0,,,65.9157,75.1701,52.6104,75.3693,15.393810530534664,1.1169413976337244,15.353235638270258,after,490
2019,1884_023_Vis3AI_Home3A,200,54.0,7505302,1,1,Season_1884,Home3A,Vis3AI,day_023,7.0,bottom,2469.0,Right,651.0,,,57.6219,64.6041,54.4419,75.0921,14.049173143640875,2.228525310743354,13.871299180659909,before,491
2020,1884_023_Vis3AI_Home3A,201,54.0,7523881,1,6,Season_1884,Home3A,Vis3AI,day_023,7.0,bottom,2469.0,Right,651.0,,,60.6144,63.06,56.676,71.2461,9.628601830484005,1.1250149591732896,9.562652066850298,pickoff,491
2021,1884_023_Vis3AI_Home3A,202,54.0,7541932,1,6,Season_1884,Home3A,Vis3AI,day_023,7.0,bottom,2469.0,Right,651.0,,,60.3558,62.5893,57.6792,70.9059,8.764196680244003,1.601816147918843,8.61657289635888,after,491
2022,1884_023_Vis3AI_Home3A,203,54.0,7557178,1,1,Season_1884,Home3A,Vis3AI,day_023,7.0,bottom,2469.0,Right,651.0,,,58.6542,65.0973,53.8926,74.8413,14.175332110747883,1.6610103467993729,14.077680386975173,before,492
2023,1884_023_Vis3AI_Home3A,204,54.0,7578595,1,6,Season_1884,Home3A,Vis3AI,day_023,7.0,bottom,2469.0,Right,651.0,,,61.317,62.4465,57.1629,71.415,9.476053894422511,1.5906142495520357,9.341602845289563,pickoff,492
2024,1884_023_Vis3AI_Home3A,205,54.0,7595590,1,6,Season_1884,Home3A,Vis3AI,day_023,7.0,bottom,2469.0,Right,651.0,,,61.2102,62.2326,58.3035,70.8804,8.409033500349484,2.0290891580149615,8.16055400072973,after,492
2031,1884_030_Vis3AJ_Home3A,62,16.0,1798374,1,6,Season_1884,Home3A,Vis3AJ,day_030,2.0,bottom,2096.0,Right,442.0,,,59.2797,62.1357,60.6162,66.5835,3.5384604971653983,0.6654878772169466,3.475317046727864,before,494
2032,1884_030_Vis3AJ_Home3A,63,16.0,1815974,1,1,Season_1884,Home3A,Vis3AJ,day_030,2.0,bottom,2096.0,Right,442.0,,,56.3706,63.345,53.6613,77.6634,16.6192345566816,3.4747206762196776,16.251931376678012,pickoff,494
2033,1884_030_Vis3AJ_Home3A,69,18.0,1948824,1,1,Season_1884,Home3A,Vis3AJ,day_030,2.0,bottom,2096.0,Right,565.0,,,57.489,62.4015,54.588,74.4006,13.403826929649602,1.847874678633125,13.275840294763507,after,494
2043,1884_031_Vis3AJ_Home3A,8,2.0,138787,1,6,Season_1884,Home3A,Vis3AJ,day_031,1.0,top,674.0,Right,9753.0,,,60.3015,61.9944,56.517,72.7509,10.943878097365667,2.0666899872307467,10.746965167277697,before,496
2044,1884_031_Vis3AJ_Home3A,9,2.0,155716,1,1,Season_1884,Home3A,Vis3AJ,day_031,1.0,top,674.0,Right,9753.0,,,60.4989,62.3274,55.7952,73.1547,11.686018446417071,1.8351299610215015,11.54102790726031,pickoff,496
2051,1884_031_Vis3AJ_Home3A,104,26.0,3253858,1,1,Season_1884,Home3A,Vis3AJ,day_031,3.0,bottom,7892.0,Right,404.0,,,60.4965,62.4735,55.2336,71.6007,10.832466822012425,0.3451422317761728,10.826966994031363,after,496
2052,1884_031_Vis3AJ_Home3A,105,26.0,3279862,1,6,Season_1884,Home3A,Vis3AJ,day_031,3.0,bottom,7892.0,Right,404.0,,,60.7263,62.5737,55.7979,71.9823,10.751318509838685,1.0150595882673208,10.703294059880186,before,497
2053,1884_031_Vis3AJ_Home3A,106,26.0,3302269,1,1,Season_1884,Home3A,Vis3AJ,day_031,3.0,bottom,7892.0,Right,404.0,,,60.5892,62.2368,55.5543,72.5772,11.368113490372977,1.2584603052150982,11.298242429254117,pickoff,497
2054,1884_031_Vis3AJ_Home3A,109,27.0,3392657,1,1,Season_1884,Home3A,Vis3AJ,day_031,3.0,bottom,7892.0,Right,404.0,,,60.3096,62.2353,55.6866,72.6204,11.321066545162608,1.3830841326301402,11.236263880937772,after,497
2055,1884_031_Vis3AJ_Home3A,110,28.0,3438461,1,6,Season_1884,Home3A,Vis3AJ,day_031,3.0,bottom,7892.0,Right,404.0,,,60.5883,62.2788,55.7598,72.4998,11.180840043574538,1.3507234200941127,11.098951766829565,before,498
2056,1884_031_Vis3AJ_Home3A,111,28.0,3458954,1,6,Season_1884,Home3A,Vis3AJ,day_031,3.0,bottom,7892.0,Right,404.0,,,61.1616,60.6933,55.4982,72.15,11.07122356562273,0.9189393201079634,11.033020518695666,pickoff,498
2057,1884_031_Vis3AJ_Home3A,112,28.0,3481592,1,1,Season_1884,Home3A,Vis3AJ,day_031,3.0,bottom,7892.0,Right,404.0,,,60.6498,62.4423,55.5981,72.0744,10.949247963673116,0.9371673035536445,10.90906725688085,after,498
2073,1884_032_Vis3AJ_Home3A,45,14.0,1384723,1,6,Season_1884,Home3A,Vis3AJ,day_032,2.0,bottom,2499.0,Right,404.0,,,58.7733,61.1451,57.1824,69.603,8.043099822829499,0.334085255353399,8.03615839827435,before,503
2074,1884_032_Vis3AJ_Home3A,46,14.0,1402873,1,1,Season_1884,Home3A,Vis3AJ,day_032,2.0,bottom,2499.0,Right,404.0,,,57.0765,62.3376,53.4825,76.6659,15.88831574019096,2.647859585085315,15.66612321787594,pickoff,503
2075,1884_032_Vis3AJ_Home3A,122,45.0,4977335,1,1,Season_1884,Home3A,Vis3AJ,day_032,6.0,bottom,2499.0,Right,475.0,,,58.2954,62.34,56.4426,74.1051,12.132023605730407,2.9630993086218598,11.764609609215448,after,503
